#std.dev1/std.dev2 pdf cdf
#  x      p(x)     cdf(x) 
        0.91305          0.89955           0.50058  
        0.91395          0.89777           0.50228  
        0.91486          0.89597           0.50398  
        0.91576          0.89416           0.50567  
        0.91666          0.89234           0.50735  
        0.91756          0.89052           0.50904  
        0.91846          0.88868           0.51072  
        0.91935          0.88684            0.5124  
        0.92025          0.88499           0.51407  
        0.92115          0.88313           0.51574  
        0.92204          0.88126           0.51741  
        0.92294          0.87938           0.51907  
        0.92383           0.8775           0.52073  
        0.92472           0.8756           0.52238  
        0.92561           0.8737           0.52404  
        0.92651           0.8718           0.52568  
         0.9274          0.86988           0.52733  
        0.92828          0.86796           0.52897  
        0.92917          0.86603           0.53061  
        0.93006          0.86409           0.53224  
        0.93095          0.86215           0.53387  
        0.93183           0.8602            0.5355  
        0.93272          0.85824           0.53712  
         0.9336          0.85628           0.53874  
        0.93449          0.85431           0.54036  
        0.93537          0.85233           0.54197  
        0.93625          0.85035           0.54358  
        0.93713          0.84836           0.54518  
        0.93801          0.84637           0.54678  
        0.93889          0.84437           0.54838  
        0.93977          0.84236           0.54997  
        0.94064          0.84035           0.55156  
        0.94152          0.83833           0.55315  
         0.9424          0.83631           0.55473  
        0.94327          0.83429           0.55631  
        0.94415          0.83226           0.55788  
        0.94502          0.83022           0.55945  
        0.94589          0.82818           0.56102  
        0.94676          0.82614           0.56258  
        0.94764          0.82409           0.56414  
        0.94851          0.82203           0.56569  
        0.94937          0.81997           0.56724  
        0.95024          0.81791           0.56879  
        0.95111          0.81585           0.57033  
        0.95198          0.81378           0.57187  
        0.95284           0.8117           0.57341  
        0.95371          0.80963           0.57494  
        0.95457          0.80755           0.57647  
        0.95544          0.80546           0.57799  
         0.9563          0.80337           0.57951  
        0.95716          0.80128           0.58102  
        0.95803          0.79919           0.58254  
        0.95889          0.79709           0.58404  
        0.95975          0.79499           0.58555  
        0.96061          0.79289           0.58705  
        0.96146          0.79079           0.58854  
        0.96232          0.78868           0.59003  
        0.96318          0.78657           0.59152  
        0.96403          0.78446           0.59301  
        0.96489          0.78234           0.59449  
        0.96574          0.78022           0.59596  
         0.9666          0.77811           0.59743  
        0.96745          0.77598            0.5989  
         0.9683          0.77386           0.60037  
        0.96916          0.77174           0.60183  
        0.97001          0.76961           0.60328  
        0.97086          0.76748           0.60473  
        0.97171          0.76535           0.60618  
        0.97255          0.76322           0.60762  
         0.9734          0.76109           0.60906  
        0.97425          0.75896            0.6105  
         0.9751          0.75682           0.61193  
        0.97594          0.75469           0.61336  
        0.97679          0.75255           0.61478  
        0.97763          0.75041            0.6162  
        0.97847          0.74828           0.61762  
        0.97932          0.74614           0.61903  
        0.98016            0.744           0.62044  
          0.981          0.74186           0.62184  
        0.98184          0.73972           0.62324  
        0.98268          0.73758           0.62463  
        0.98352          0.73544           0.62603  
        0.98436          0.73329           0.62741  
         0.9852          0.73115            0.6288  
        0.98603          0.72901           0.63017  
        0.98687          0.72687           0.63155  
        0.98771          0.72473           0.63292  
        0.98854          0.72259           0.63429  
        0.98937          0.72045           0.63565  
        0.99021          0.71831           0.63701  
        0.99104          0.71617           0.63836  
        0.99187          0.71403           0.63971  
         0.9927          0.71189           0.64106  
        0.99354          0.70975            0.6424  
        0.99437          0.70761           0.64374  
        0.99519          0.70547           0.64508  
        0.99602          0.70333           0.64641  
        0.99685           0.7012           0.64773  
        0.99768          0.69906           0.64906  
         0.9985          0.69693           0.65038  
        0.99933           0.6948           0.65169  
         1.0002          0.69267             0.653  
          1.001          0.69054           0.65431  
         1.0018          0.68841           0.65561  
         1.0026          0.68628           0.65691  
         1.0035          0.68415            0.6582  
         1.0043          0.68203           0.65949  
         1.0051           0.6799           0.66078  
         1.0059          0.67778           0.66206  
         1.0067          0.67566           0.66334  
         1.0076          0.67354           0.66461  
         1.0084          0.67143           0.66588  
         1.0092          0.66931           0.66715  
           1.01           0.6672           0.66841  
         1.0108          0.66509           0.66967  
         1.0116          0.66298           0.67092  
         1.0125          0.66087           0.67218  
         1.0133          0.65876           0.67342  
         1.0141          0.65666           0.67466  
         1.0149          0.65456            0.6759  
         1.0157          0.65246           0.67714  
         1.0165          0.65036           0.67837  
         1.0173          0.64827           0.67959  
         1.0181          0.64618           0.68082  
          1.019          0.64409           0.68204  
         1.0198            0.642           0.68325  
         1.0206          0.63992           0.68446  
         1.0214          0.63784           0.68567  
         1.0222          0.63576           0.68687  
          1.023          0.63368           0.68807  
         1.0238           0.6316           0.68926  
         1.0246          0.62953           0.69046  
         1.0254          0.62746           0.69164  
         1.0262           0.6254           0.69283  
          1.027          0.62334           0.69401  
         1.0278          0.62128           0.69518  
         1.0286          0.61922           0.69635  
         1.0294          0.61716           0.69752  
         1.0302          0.61511           0.69868  
          1.031          0.61307           0.69984  
